[epoch 1/1 | step 10/100] loss 0.1829
[epoch 1/1 | step 20/100] loss 0.0566
[epoch 1/1 | step 30/100] loss 0.1883
[epoch 1/1 | step 40/100] loss 0.1480
[epoch 1/1 | step 50/100] loss 0.0457
[epoch 1/1 | step 60/100] loss 0.0559
[epoch 1/1 | step 70/100] loss 0.0273
[epoch 1/1 | step 80/100] loss 0.1361
[epoch 1/1 | step 90/100] loss 0.0396
[epoch 1/1 | step 100/100] loss 0.0400
